x,y,z,IK0,IK1,IK2,FK0,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK8,success
120.0,0.0,200.0,180.0,78.42633819580078,4.238401889801025,90.0,11.573662757873535,15.812065124511719,11.573662757873535,11.573662757873535,-4.238401889801025,15.812065124511719,-4.238401889801025,-4.238401889801025,1.0
120.0,0.0,200.0,180.0,78.42633819580078,4.238401889801025,90.0,11.573662757873535,15.812065124511719,11.573662757873535,11.573662757873535,-4.238401889801025,15.812065124511719,-4.238401889801025,-4.238401889801025,1.0
120.0,0.0,200.0,180.0,78.42633819580078,4.238401889801025,90.0,11.573662757873535,15.812065124511719,11.573662757873535,11.573662757873535,-4.238401889801025,15.812065124511719,-4.238401889801025,-4.238401889801025,1.0
118.75953674316406,-2.1291770935058594,200.42172241210938,178.97288513183594,77.84699249267578,3.9517505168914795,88.97288513183594,12.153011322021484,16.104761123657227,12.153011322021484,12.153011322021484,-3.9517505168914795,16.104761123657227,-3.9517505168914795,-3.9517505168914795,1.0
90.58599090576172,-50.48725128173828,210.0,150.86729431152344,70.73599243164062,-1.8187737464904785,60.86730194091797,19.26400375366211,17.44523048400879,19.26400375366211,19.26400375366211,1.8187737464904785,17.44523048400879,1.8187737464904785,1.8187737464904785,1.0
65.77669525146484,-93.07079315185547,218.43450927734375,125.25031280517578,75.64564514160156,-4.002894878387451,35.25031280517578,14.354353904724121,10.351458549499512,14.354353904724121,14.354353904724121,4.002894878387451,10.351458549499512,4.002894878387451,4.002894878387451,1.0
9.31863021850586,-189.9774169921875,237.6287841796875,92.80818176269531,112.1395034790039,-14.386018753051758,2.8081789016723633,-22.139503479003906,-36.5255241394043,-22.139503479003906,-22.139503479003906,14.386018753051758,-36.5255241394043,14.386018753051758,14.386018753051758,1.0
4.6762919425964355,-197.94569396972656,239.20706176757812,91.35330963134766,116.76795196533203,-16.917726516723633,1.3533103466033936,-26.7679500579834,-43.68567657470703,-26.7679500579834,-26.7679500579834,16.917726516723633,-43.68567657470703,16.917726516723633,16.917726516723633,1.0
2.3439512252807617,-201.94900512695312,240.0,90.66498565673828,119.33489227294922,-18.44214630126953,0.6649821400642395,-29.334896087646484,-47.777042388916016,-29.334896087646484,-29.334896087646484,18.44214630126953,-47.777042388916016,18.44214630126953,18.44214630126953,1.0
2.3439512252807617,-201.94900512695312,240.0,90.66498565673828,119.33489227294922,-18.44214630126953,0.6649821400642395,-29.334896087646484,-47.777042388916016,-29.334896087646484,-29.334896087646484,18.44214630126953,-47.777042388916016,18.44214630126953,18.44214630126953,1.0
2.3439512252807617,-201.94900512695312,215.0,90.66498565673828,116.19416046142578,-6.3977274894714355,0.6649821400642395,-26.19415855407715,-32.59188461303711,-26.19415855407715,-26.19415855407715,6.3977274894714355,-32.59188461303711,6.3977274894714355,6.3977274894714355,1.0
2.3439512252807617,-201.94900512695312,142.5,90.66498565673828,120.93553924560547,22.155683517456055,0.6649821400642395,-30.935543060302734,-8.779858589172363,-30.935543060302734,-30.935543060302734,-22.155683517456055,-8.779858589172363,-22.155683517456055,-22.155683517456055,1.0
2.3439512252807617,-201.94900512695312,140.0,90.66498565673828,121.3691177368164,23.053956985473633,0.6649821400642395,-31.369121551513672,-8.315164566040039,-31.369121551513672,-31.369121551513672,-23.053956985473633,-8.315164566040039,-23.053956985473633,-23.053956985473633,1.0
2.3439512252807617,-201.94900512695312,140.0,90.66498565673828,121.3691177368164,23.053956985473633,0.6649821400642395,-31.369121551513672,-8.315164566040039,-31.369121551513672,-31.369121551513672,-23.053956985473633,-8.315164566040039,-23.053956985473633,-23.053956985473633,1.0
2.3439512252807617,-201.94900512695312,165.0,90.66498565673828,117.77095031738281,13.843515396118164,0.6649821400642395,-27.770950317382812,-13.927435874938965,-27.770950317382812,-27.770950317382812,-13.843515396118164,-13.927435874938965,-13.843515396118164,-13.843515396118164,1.0
2.3439512252807617,-201.94900512695312,237.5,90.66498565673828,118.83673095703125,-17.115455627441406,0.6649821400642395,-28.836732864379883,-45.952186584472656,-28.836732864379883,-28.836732864379883,17.115455627441406,-45.952186584472656,17.115455627441406,17.115455627441406,1.0
2.3439512252807617,-201.94900512695312,240.0,90.66498565673828,119.33489227294922,-18.44214630126953,0.6649821400642395,-29.334896087646484,-47.777042388916016,-29.334896087646484,-29.334896087646484,18.44214630126953,-47.777042388916016,18.44214630126953,18.44214630126953,1.0
52.34395217895508,-201.94900512695312,240.0,104.53094482421875,123.8001480102539,-20.750577926635742,14.530946731567383,-33.800148010253906,-54.550724029541016,-33.800148010253906,-33.800148010253906,20.750577926635742,-54.550724029541016,20.750577926635742,20.750577926635742,1.0
52.34395217895508,-201.94900512695312,240.0,104.53094482421875,123.8001480102539,-20.750577926635742,14.530946731567383,-33.800148010253906,-54.550724029541016,-33.800148010253906,-33.800148010253906,20.750577926635742,-54.550724029541016,20.750577926635742,20.750577926635742,1.0
52.34395217895508,-201.94900512695312,215.0,104.53094482421875,119.80220031738281,-7.986080169677734,14.530946731567383,-29.80219841003418,-37.78827667236328,-29.80219841003418,-29.80219841003418,7.986080169677734,-37.78827667236328,7.986080169677734,7.986080169677734,1.0
52.34395217895508,-201.94900512695312,142.5,104.53094482421875,123.7536849975586,20.6489200592041,14.530946731567383,-33.75368881225586,-13.104767799377441,-33.75368881225586,-33.75368881225586,-20.6489200592041,-13.104767799377441,-20.6489200592041,-20.6489200592041,1.0
