x,y,z,IK0,IK1,IK2,FK0,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK8,success
-0.5,-0.5,0.10000000149011612,45.0,17.27647590637207,-19.54364776611328,-45.0,72.72352600097656,53.179874420166016,72.72352600097656,72.72352600097656,19.54364776611328,53.179874420166016,19.54364776611328,19.54364776611328,1.0
-0.5,-0.5,0.14444445073604584,45.0,17.265405654907227,-19.534503936767578,-45.0,72.7345962524414,53.20008850097656,72.7345962524414,72.7345962524414,19.534503936767578,53.20008850097656,19.534503936767578,19.534503936767578,1.0
-0.5,-0.5,0.18888889253139496,45.0,17.254337310791016,-19.525362014770508,-45.0,72.74566650390625,53.22030258178711,72.74566650390625,72.74566650390625,19.525362014770508,53.22030258178711,19.525362014770508,19.525362014770508,1.0
-0.5,-0.5,0.23333333432674408,45.0,17.243267059326172,-19.51622200012207,-45.0,72.7567367553711,53.24051284790039,72.7567367553711,72.7567367553711,19.51622200012207,53.24051284790039,19.51622200012207,19.51622200012207,1.0
-0.5,-0.5,0.2777777910232544,45.0,17.232196807861328,-19.507081985473633,-45.0,72.76780700683594,53.260719299316406,72.76780700683594,72.76780700683594,19.507081985473633,53.260719299316406,19.507081985473633,19.507081985473633,1.0
-0.5,-0.5,0.3222222328186035,45.0,17.221126556396484,-19.497943878173828,-45.0,72.77887725830078,53.28092956542969,72.77887725830078,72.77887725830078,19.497943878173828,53.28092956542969,19.497943878173828,19.497943878173828,1.0
-0.5,-0.5,0.36666667461395264,45.0,17.21005630493164,-19.488807678222656,-45.0,72.78994750976562,53.3011360168457,72.78994750976562,72.78994750976562,19.488807678222656,53.3011360168457,19.488807678222656,19.488807678222656,1.0
-0.5,-0.5,0.41111111640930176,45.0,17.198984146118164,-19.479673385620117,-45.0,72.80101776123047,53.32134246826172,72.80101776123047,72.80101776123047,19.479673385620117,53.32134246826172,19.479673385620117,19.479673385620117,1.0
-0.5,-0.5,0.4555555582046509,45.0,17.18791389465332,-19.470539093017578,-45.0,72.81208801269531,53.341548919677734,72.81208801269531,72.81208801269531,19.470539093017578,53.341548919677734,19.470539093017578,19.470539093017578,1.0
-0.5,-0.5,0.5,45.0,17.176841735839844,-19.461406707763672,-45.0,72.82315826416016,53.361751556396484,72.82315826416016,72.82315826416016,19.461406707763672,53.361751556396484,19.461406707763672,19.461406707763672,1.0
-0.5,-0.3888888955116272,0.10000000149011612,37.87498474121094,17.328174591064453,-19.494918823242188,-52.12501525878906,72.67182159423828,53.17690658569336,72.67182159423828,72.67182159423828,19.494918823242188,53.17690658569336,19.494918823242188,19.494918823242188,1.0
-0.5,-0.3888888955116272,0.14444445073604584,37.87498474121094,17.3171329498291,-19.485748291015625,-52.12501525878906,72.68286895751953,53.19711685180664,72.68286895751953,72.68286895751953,19.485748291015625,53.19711685180664,19.485748291015625,19.485748291015625,1.0
-0.5,-0.3888888955116272,0.18888889253139496,37.87498474121094,17.306089401245117,-19.476581573486328,-52.12501525878906,72.69390869140625,53.21732711791992,72.69390869140625,72.69390869140625,19.476581573486328,53.21732711791992,19.476581573486328,19.476581573486328,1.0
-0.5,-0.3888888955116272,0.23333333432674408,37.87498474121094,17.295047760009766,-19.46741485595703,-52.12501525878906,72.7049560546875,53.2375373840332,72.7049560546875,72.7049560546875,19.46741485595703,53.2375373840332,19.46741485595703,19.46741485595703,1.0
-0.5,-0.3888888955116272,0.2777777910232544,37.87498474121094,17.28400421142578,-19.458248138427734,-52.12501525878906,72.71599578857422,53.257747650146484,72.71599578857422,72.71599578857422,19.458248138427734,53.257747650146484,19.458248138427734,19.458248138427734,1.0
-0.5,-0.3888888955116272,0.3222222328186035,37.87498474121094,17.27296257019043,-19.449085235595703,-52.12501525878906,72.72703552246094,53.2779541015625,72.72703552246094,72.72703552246094,19.449085235595703,53.2779541015625,19.449085235595703,19.449085235595703,1.0
-0.5,-0.3888888955116272,0.36666667461395264,37.87498474121094,17.261919021606445,-19.439922332763672,-52.12501525878906,72.73808288574219,53.298160552978516,72.73808288574219,72.73808288574219,19.439922332763672,53.298160552978516,19.439922332763672,19.439922332763672,1.0
-0.5,-0.3888888955116272,0.41111111640930176,37.87498474121094,17.25087547302246,-19.430761337280273,-52.12501525878906,72.7491226196289,53.318363189697266,72.7491226196289,72.7491226196289,19.430761337280273,53.318363189697266,19.430761337280273,19.430761337280273,1.0
-0.5,-0.3888888955116272,0.4555555582046509,37.87498474121094,17.239831924438477,-19.421600341796875,-52.12501525878906,72.76016998291016,53.338565826416016,72.76016998291016,72.76016998291016,19.421600341796875,53.338565826416016,19.421600341796875,19.421600341796875,1.0
-0.5,-0.3888888955116272,0.5,37.87498474121094,17.228788375854492,-19.41244125366211,-52.12501525878906,72.77120971679688,53.358768463134766,72.77120971679688,72.77120971679688,19.41244125366211,53.358768463134766,19.41244125366211,19.41244125366211,1.0
-0.5,-0.2777777910232544,0.10000000149011612,29.054603576660156,17.371305465698242,-19.454286575317383,-60.945396423339844,72.62869262695312,53.174407958984375,72.62869262695312,72.62869262695312,19.454286575317383,53.174407958984375,19.454286575317383,19.454286575317383,1.0
