0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0.25,0.5,0.75,1,0.25,0.5,0.75,1,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.25,0.5,0.75,1,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.25,0.5,0.75,1,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.25,0.5,0.75,1,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.2,0.333333,0.428571,0.5,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.2,0.333333,0.363636,0.333333,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.2,0.333333,0.326531,0.25,0.25,0.5,0.75,1,
0.25,0.5,0.75,1,0.2,0.333333,0.303318,0.2,0.25,0.5,0.75,1,
0.5,1,1.5,2,0.45,0.833333,1,1,0.5,1,1,1,
0.5,1,1.5,2,0.45,0.833333,0.963425,0.857143,0.5,1,1,1,
0.5,1,1.5,2,0.45,0.833333,0.937702,0.75,0.5,1,1,1,
0.5,1,1.5,2,0.45,0.833333,0.919294,0.666667,0.5,1,1,1,
0.5,1,1.5,2,0.36,0.555556,0.672152,0.545455,0.5,1,1,1,
0.5,1,1.5,2,0.36,0.526316,0.524186,0.428571,0.5,1,1,1,
0.5,1,1.5,2,0.36,0.512821,0.432399,0.333333,0.5,1,1,1,
0.5,1,1.5,2,0.36,0.506329,0.372593,0.26087,0.5,1,1,1,
0.75,1.5,2.25,3,0.61,1,1,1,0.75,1,1,1,
0.75,1.5,2.25,3,0.61,0.996865,0.913655,0.805556,0.75,1,1,1,
0.75,1.5,2.25,3,0.61,0.995305,0.851185,0.659091,0.75,1,1,1,
0.75,1.5,2.25,3,0.61,0.994527,0.805044,0.54717,0.75,1,1,1,
1,2,3,4,0.86,1,1,1,1,1,1,1,
1,2,3,4,0.86,0.867385,0.871551,0.82,1,1,1,1,
1,2,3,4,0.86,0.807946,0.756603,0.666667,1,1,1,1,
1,2,3,4,0.86,0.776421,0.611867,0.465909,1,1,1,1,
1,2,3,4,0.86,0.761867,0.545266,0.372727,1,1,1,1,
1,2,3,4,0.688,0.761867,0.545266,0.354978,1,1,1,1,
1,2,3,4,0.688,0.761867,0.545266,0.334694,1,1,1,1,
1,2,3,4,0.688,0.513159,0.324808,0.167347,1,1,1,1,
1,2,3,4,0.688,0.437269,0.24137,0.115493,1,1,1,1,
1,2,3,4,0.555735,0.323397,0.161655,0.0683333,1,1,1,1,
1,2,3,4,0.555735,0.323397,0.161655,0.0619804,1,1,1,1,
1,2,3,4,0.551503,0.260891,0.113862,0.0403345,1,1,1,1,
1,2,3,4,0.525441,0.212752,0.0796933,0.0244338,1,1,1,1,
1,2,3,4,0.525441,0.212752,0.0796933,0.0237269,1,1,1,1,
1,2,3,4,0.518328,0.212752,0.0796933,0.0222403,1,1,1,1,
1,2,3,4,0.518328,0.212752,0.0796933,0.021227,1,1,1,1,
1.25,2.5,3.75,5,0.768328,0.712752,0.829693,1,1,1,1,1,
1.25,2.5,3.75,5,0.757015,0.572363,0.521348,0.533036,1,1,1,1,
1.25,2.5,3.75,5,0.757015,0.572363,0.521348,0.530456,1,1,1,1,
1.25,2.5,3.75,5,0.612831,0.512593,0.400128,0.354639,1,1,1,1,
1.25,2.5,3.75,5,0.612831,0.488219,0.296965,0.212542,1,1,1,1,
1.25,2.5,3.75,5,0.612831,0.325479,0.169694,0.106271,1,1,1,1,
1.25,2.5,3.75,5,0.612831,0.325479,0.169694,0.0962547,1,1,1,1,
1.5,3,4.5,6,0.862831,0.825479,0.919694,1,1,1,1,1,
1.5,3,4.5,6,0.692687,0.550319,0.52554,0.54758,1,1,1,1,
1.75,3.5,5.25,7,0.942687,1,1,1,1,1,1,1,
1.75,3.5,5.25,7,0.942687,1,1,0.990638,1,1,1,1,
1.75,3.5,5.25,7,0.942687,1,1,0.965364,1,1,1,1,
2,4,6,8,1,1,1,1,1,1,1,1,
2,4,6,8,1,1,1,0.863158,1,1,1,1,
2,4,6,8,1,1,1,0.857338,1,1,1,1,
2,4,6,8,1,1,0.830301,0.601601,1,1,1,1,
2,4,6,8,0.925259,0.734678,0.528717,0.354513,1,1,1,1,
2,4,6,8,0.925259,0.734678,0.528717,0.350951,1,1,1,1,
2,4,6,8,0.925259,0.734678,0.526466,0.297778,1,1,1,1,
2,4,6,8,0.925259,0.734678,0.526466,0.294011,1,1,1,1,
2,4,6,8,0.902008,0.734678,0.526466,0.268916,1,1,1,1,
2,4,6,8,0.819362,0.613561,0.338095,0.140452,1,1,1,1,
2,4,6,8,0.819362,0.613561,0.332783,0.120682,1,1,1,1,
2,4,6,8,0.819362,0.575999,0.266271,0.0898016,1,1,1,1,
2,4,6,8,0.701592,0.383999,0.152155,0.0449008,1,1,1,1,
2,4,6,8,0.69584,0.375484,0.146616,0.0398532,1,1,1,1,
2.25,4.5,6.75,9,0.94584,0.875484,0.896616,1,1,1,1,1,
2.25,4.5,6.75,9,0.860444,0.787324,0.757499,0.785623,1,1,1,1,
2.25,4.5,6.75,9,0.860444,0.787324,0.675003,0.628752,1,1,1,1,
2.25,4.5,6.75,9,0.860444,0.787324,0.675003,0.604537,1,1,1,1,
2.25,4.5,6.75,9,0.860444,0.787324,0.675003,0.560895,1,1,1,1,
2.25,4.5,6.75,9,0.860444,0.787324,0.675003,0.519377,1,1,1,1,
2.5,5,7.5,10,1,1,1,1,1,1,1,1,
2.5,5,7.5,10,0.903244,0.810758,0.703551,0.603076,1,1,1,1,
2.5,5,7.5,10,0.849386,0.717611,0.591244,0.47772,1,1,1,1,
2.75,5.5,8.25,11,1,1,1,1,1,1,1,1,
3,6,9,12,1,1,1,1,1,1,1,1,
3,6,9,12,1,1,1,0.919219,1,1,1,1,
3,6,9,12,1,1,0.902499,0.737514,1,1,1,1,
3,6,9,12,1,1,0.902499,0.68756,1,1,1,1,
3,6,9,12,1,0.954636,0.795501,0.557794,1,1,1,1,
3,6,9,12,1,0.954636,0.795501,0.541737,1,1,1,1,
3,6,9,12,1,0.768772,0.514545,0.303,1,1,1,1,
3,6,9,12,1,0.768772,0.514545,0.294835,1,1,1,1,
3,6,9,12,0.803335,0.512515,0.294026,0.149431,1,1,1,1,
3,6,9,12,0.803335,0.512515,0.275734,0.117124,1,1,1,1,
3,6,9,12,0.72529,0.363716,0.157562,0.0585619,1,1,1,1,
3,6,9,12,0.72529,0.363716,0.157562,0.0550544,1,1,1,1,
3,6,9,12,0.72529,0.363716,0.157562,0.0501087,1,1,1,1,
3,6,9,12,0.72529,0.363716,0.157562,0.0469208,1,1,1,1,
3,6,9,12,0.72529,0.363716,0.156895,0.0404789,1,1,1,1,
3,6,9,12,0.72529,0.363716,0.156895,0.0404017,1,1,1,1,
3,6,9,12,0.688749,0.281392,0.0955379,0.0233017,1,1,1,1,
3,6,9,12,0.688749,0.281392,0.0783773,0.0147783,1,1,1,1,
3,6,9,12,0.688749,0.246697,0.0627243,0.0108259,1,1,1,1,
3,6,9,12,0.635791,0.183596,0.0404598,0.00624853,1,1,1,1,
3,6,9,12,0.582893,0.183596,0.0404598,0.00555573,1,1,1,1,
3,6,9,12,0.466315,0.127081,0.0232068,0.00277787,1,1,1,1,
3,6,9,12,0.466315,0.127081,0.0232068,0.00272717,1,1,1,1,
3,6,9,12,0.466315,0.127081,0.0232068,0.00257737,1,1,1,1,
3,6,9,12,0.466315,0.127081,0.0232068,0.00246871,1,1,1,1,
3.25,6.5,9.75,13,0.716315,0.627081,0.773207,1,1,1,1,1,
3.25,6.5,9.75,13,0.626733,0.464712,0.469382,0.500616,1,1,1,1,
3.25,6.5,9.75,13,0.626733,0.458768,0.427413,0.418121,1,1,1,1,
3.25,6.5,9.75,13,0.626733,0.458768,0.427413,0.400427,1,1,1,1,
3.5,7,10.5,14,0.876733,0.958768,1,1,1,1,1,1,
3.5,7,10.5,14,0.802594,0.720662,0.666209,0.583407,1,1,1,1,
3.5,7,10.5,14,0.752683,0.575768,0.506305,0.417028,1,1,1,1,
3.5,7,10.5,14,0.602146,0.383845,0.289317,0.208514,1,1,1,1,
3.5,7,10.5,14,0.601995,0.371717,0.244299,0.153612,1,1,1,1,
3.5,7,10.5,14,0.601995,0.371717,0.244299,0.152093,1,1,1,1,
3.5,7,10.5,14,0.601995,0.371717,0.244299,0.139936,1,1,1,1,
3.5,7,10.5,14,0.601995,0.371717,0.244299,0.134783,1,1,1,1,
3.5,7,10.5,14,0.601995,0.324328,0.158385,0.0714579,1,1,1,1,
3.5,7,10.5,14,0.601995,0.324328,0.158385,0.0701634,1,1,1,1,
3.5,7,10.5,14,0.601995,0.324328,0.158385,0.0689373,1,1,1,1,
3.5,7,10.5,14,0.522537,0.216219,0.090506,0.0350875,1,1,1,1,
3.5,7,10.5,14,0.522537,0.216219,0.0745645,0.0233904,1,1,1,1,
3.75,7.5,11.25,15,0.772537,0.716219,0.824565,1,1,1,1,1,
3.75,7.5,11.25,15,0.772537,0.716219,0.816452,0.855012,1,1,1,1,
3.75,7.5,11.25,15,0.671731,0.49166,0.469182,0.465827,1,1,1,1,
3.75,7.5,11.25,15,0.671731,0.49166,0.469182,0.432891,1,1,1,1,
3.75,7.5,11.25,15,0.668685,0.49166,0.469182,0.413281,1,1,1,1,
3.75,7.5,11.25,15,0.667802,0.49166,0.469182,0.38934,1,1,1,1,
4,8,12,16,0.917802,0.99166,1,1,1,1,1,1,
4.25,8.5,12.75,17,1,1,1,1,1,1,1,1,
4.25,8.5,12.75,17,1,1,1,0.916362,1,1,1,1,
4.25,8.5,12.75,17,0.939296,0.933273,0.848931,0.70674,1,1,1,1,
4.25,8.5,12.75,17,0.795942,0.668471,0.539612,0.399007,1,1,1,1,
4.25,8.5,12.75,17,0.795942,0.668471,0.539612,0.391746,1,1,1,1,
4.25,8.5,12.75,17,0.795942,0.668471,0.539612,0.368114,1,1,1,1,
4.25,8.5,12.75,17,0.795942,0.668471,0.539612,0.325052,1,1,1,1,
4.5,9,13.5,18,1,1,1,1,1,1,1,1,
4.5,9,13.5,18,1,0.944192,0.727337,0.61493,1,1,1,1,
4.5,9,13.5,18,0.999301,0.833045,0.579566,0.436185,1,1,1,1,
4.5,9,13.5,18,0.829015,0.686801,0.483209,0.343948,1,1,1,1,
4.5,9,13.5,18,0.829015,0.686801,0.483209,0.334383,1,1,1,1,
4.5,9,13.5,18,0.829015,0.666299,0.431995,0.267003,1,1,1,1,
4.5,9,13.5,18,0.829015,0.666299,0.431995,0.261845,1,1,1,1,
4.5,9,13.5,18,0.797511,0.549906,0.288675,0.146851,1,1,1,1,
4.5,9,13.5,18,0.797511,0.549906,0.288675,0.139728,1,1,1,1,
4.5,9,13.5,18,0.791853,0.489431,0.220735,0.0911095,1,1,1,1,
4.5,9,13.5,18,0.791853,0.480608,0.209528,0.0793525,1,1,1,1,
4.5,9,13.5,18,0.759639,0.446276,0.188505,0.0671384,1,1,1,1,
4.5,9,13.5,18,0.651315,0.388137,0.165339,0.0561734,1,1,1,1,
4.5,9,13.5,18,0.651315,0.355815,0.131111,0.0400661,1,1,1,1,
4.5,9,13.5,18,0.623229,0.286868,0.0953021,0.0266235,1,1,1,1,
4.5,9,13.5,18,0.604216,0.280784,0.0882315,0.0225375,1,1,1,1,
4.75,9.5,14.25,19,0.854216,0.780784,0.838232,1,1,1,1,1,
4.75,9.5,14.25,19,0.700468,0.527988,0.500195,0.547085,1,1,1,1,
5,10,15,20,0.950468,1,1,1,1,1,1,1,
5,10,15,20,0.760374,0.678991,0.645213,0.607394,1,1,1,1,
5,10,15,20,0.760374,0.678991,0.609863,0.501956,1,1,1,1,
5,10,15,20,0.760374,0.678991,0.609863,0.474317,1,1,1,1,
5,10,15,20,0.744159,0.530039,0.37272,0.237158,1,1,1,1,
5,10,15,20,0.595327,0.353359,0.212983,0.118579,1,1,1,1,
5,10,15,20,0.595327,0.353359,0.212983,0.11817,1,1,1,1,
5,10,15,20,0.595327,0.353359,0.193756,0.0956518,1,1,1,1,
5,10,15,20,0.595327,0.321834,0.133516,0.0528626,1,1,1,1,
5,10,15,20,0.595327,0.321834,0.133516,0.0523245,1,1,1,1,
5,10,15,20,0.531548,0.214556,0.0762949,0.0262961,1,1,1,1,
5,10,15,20,0.531548,0.214556,0.0762949,0.0262371,1,1,1,1,
5,10,15,20,0.531548,0.214556,0.0762949,0.0261419,1,1,1,1,
5,10,15,20,0.531548,0.194679,0.0502127,0.013071,1,1,1,1,
5,10,15,20,0.531548,0.189534,0.0400681,0.00872452,1,1,1,1,
5,10,15,20,0.531548,0.189534,0.0400681,0.0074777,1,1,1,1,
5,10,15,20,0.483259,0.126356,0.0228961,0.00402657,1,1,1,1,
5.25,10.5,15.75,21,0.733259,0.626356,0.772896,1,1,1,1,1,
5.25,10.5,15.75,21,0.632581,0.57521,0.736022,0.867671,1,1,1,1,
5.5,11,16.5,22,0.882581,1,1,1,1,1,1,1,
5.5,11,16.5,22,0.882581,1,1,0.980894,1,1,1,1,
5.5,11,16.5,22,0.882581,0.948447,0.959502,0.860572,1,1,1,1,
5.5,11,16.5,22,0.882581,0.948447,0.874561,0.708628,1,1,1,1,
5.5,11,16.5,22,0.706065,0.686234,0.653377,0.513715,1,1,1,1,
5.5,11,16.5,22,0.685055,0.560862,0.456602,0.321686,1,1,1,1,
5.5,11,16.5,22,0.685055,0.518927,0.358938,0.221249,1,1,1,1,
5.5,11,16.5,22,0.548044,0.3641,0.233667,0.131089,1,1,1,1,
5.5,11,16.5,22,0.534055,0.353297,0.210961,0.104438,1,1,1,1,
5.5,11,16.5,22,0.534055,0.353297,0.210961,0.0943886,1,1,1,1,
5.75,11.5,17.25,23,0.784055,0.853297,0.960961,1,1,1,1,1,
5.75,11.5,17.25,23,0.784055,0.853297,0.960961,0.961624,1,1,1,1,
5.75,11.5,17.25,23,0.784055,0.853297,0.960961,0.961379,1,1,1,1,
5.75,11.5,17.25,23,0.767159,0.655498,0.587675,0.480751,1,1,1,1,
5.75,11.5,17.25,23,0.767159,0.655498,0.587675,0.480438,1,1,1,1,
5.75,11.5,17.25,23,0.767159,0.605323,0.389476,0.240219,1,1,1,1,
5.75,11.5,17.25,23,0.737371,0.573227,0.346332,0.196981,1,1,1,1,
5.75,11.5,17.25,23,0.737371,0.573227,0.338866,0.163484,1,1,1,1,
5.75,11.5,17.25,23,0.737371,0.573227,0.338866,0.15369,1,1,1,1,
5.75,11.5,17.25,23,0.653056,0.396155,0.209169,0.0937252,1,1,1,1,
5.75,11.5,17.25,23,0.653056,0.358917,0.152984,0.0595724,1,1,1,1,
6,12,18,24,0.903056,0.858917,0.902984,1,1,1,1,1,
6,12,18,24,0.820017,0.819931,0.89376,0.895296,1,1,1,1,
6,12,18,24,0.820017,0.819931,0.89376,0.866596,1,1,1,1,
6,12,18,24,0.794071,0.764698,0.758873,0.657998,1,1,1,1,
6,12,18,24,0.794071,0.764698,0.758873,0.638491,1,1,1,1,
6,12,18,24,0.651754,0.533769,0.474569,0.372698,1,1,1,1,
6,12,18,24,0.521403,0.355846,0.271182,0.186349,1,1,1,1,
6,12,18,24,0.521403,0.355846,0.271182,0.176938,1,1,1,1,
6,12,18,24,0.521403,0.355846,0.265675,0.146937,1,1,1,1,
6,12,18,24,0.417123,0.237231,0.153597,0.0821563,1,1,1,1,
6,12,18,24,0.417123,0.237231,0.153597,0.0762445,1,1,1,1,
6,12,18,24,0.417123,0.185889,0.0919687,0.0381222,1,1,1,1,
6.25,12.5,18.75,25,0.667123,0.685889,0.841969,1,1,1,1,1,
6.25,12.5,18.75,25,0.667123,0.685889,0.841969,0.978446,1,1,1,1,
6.25,12.5,18.75,25,0.667123,0.685889,0.841969,0.926318,1,1,1,1,
