-2.09422,-2.09422,0.179339,-1.27355,-1.27355,-1.27355,-2.09422,-2.09422,
-2.36777,-2.36777,-0.914876,-2.36777,-2.36777,-2.36777,-2.36777,-2.36777,
-1.43058,-1.43058,0.0743801,-1.43058,-1.43058,-1.43058,-1.43058,-1.43058,
-0.719835,-0.719835,-1.47107,-0.719835,-0.719835,-0.719835,-0.719835,-0.719835,
-0.764463,-0.764463,-1.51818,-0.764463,-0.764463,-0.764463,-0.764463,-0.764463,
-1.27355,-1.27355,1,-1.27355,-1.27355,-1.27355,-1.27355,-1.27355,
-0.547107,-0.547107,-1.27355,0.273554,-0.547107,-0.547107,-0.547107,-0.547107,
0.273554,-0.547107,-1.27355,-0.547107,-0.547107,-0.547107,-0.547107,-0.547107,
-0.547107,0.273554,-1.27355,-0.547107,-0.547107,-0.547107,-0.547107,-0.547107,
-0.547107,-0.547107,-1.27355,-0.547107,-0.547107,0.273554,-0.547107,-0.547107,
-0.547107,-0.547107,-1.27355,-0.547107,0.273554,-0.547107,-0.547107,-0.547107,
-0.273554,-0.273554,-1,-0.273554,-0.273554,-0.273554,-0.273554,-0.273554,
-0.273554,-0.273554,-1,-0.273554,-0.273554,-0.273554,-0.273554,-0.273554,
-0.547107,-0.547107,-1.27355,-0.547107,-0.547107,-0.547107,0.273554,-0.547107,
0.273554,-0.547107,-1.27355,-0.547107,-0.547107,-0.547107,-0.547107,-0.547107,
-0.547107,0.273554,-1.27355,-0.547107,-0.547107,-0.547107,-0.547107,-0.547107,
-0.547107,-0.547107,-1.27355,-0.547107,-0.547107,-0.547107,-0.547107,0.273554,
