x,y,z,IK0,IK1,IK2,FK0,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK8,success
-180.0,-180.0,100.0,45.0,153.4693603515625,17.613359451293945,-45.0,-63.469356536865234,-45.85599899291992,-63.469356536865234,-63.469356536865234,-17.613359451293945,-45.85599899291992,-17.613359451293945,-17.613359451293945,1.0
-180.0,-180.0,110.41666412353516,45.0,151.5938262939453,14.72223949432373,-45.0,-61.59383010864258,-46.87158966064453,-61.59383010864258,-61.59383010864258,-14.72223949432373,-46.87158966064453,-14.72223949432373,-14.72223949432373,1.0
-180.0,-180.0,120.83333587646484,45.0,150.02333068847656,11.5905122756958,-45.0,-60.023338317871094,-48.432823181152344,-60.023338317871094,-60.023338317871094,-11.5905122756958,-48.432823181152344,-11.5905122756958,-11.5905122756958,1.0
-180.0,-180.0,131.25,45.0,148.7931365966797,8.200091361999512,-45.0,-58.79313278198242,-50.59304428100586,-58.79313278198242,-58.79313278198242,-8.200091361999512,-50.59304428100586,-8.200091361999512,-8.200091361999512,1.0
-180.0,-180.0,141.6666717529297,45.0,147.9568634033203,4.514523506164551,-45.0,-57.95686721801758,-53.442344665527344,-57.95686721801758,-57.95686721801758,-4.514523506164551,-53.442344665527344,-4.514523506164551,-4.514523506164551,1.0
-180.0,-180.0,152.0833282470703,45.0,147.6023406982422,0.46407729387283325,-45.0,-57.60234832763672,-57.13827133178711,-57.60234832763672,-57.60234832763672,-0.46407729387283325,-57.13827133178711,-0.46407729387283325,-0.46407729387283325,1.0
-180.0,-180.0,162.5,45.0,147.892822265625,-4.092860221862793,-45.0,-57.89282989501953,-61.985687255859375,-57.89282989501953,-57.89282989501953,4.092860221862793,-61.985687255859375,4.092860221862793,4.092860221862793,1.0
-180.0,-180.0,172.9166717529297,45.0,149.2122344970703,-9.505144119262695,-45.0,-59.21223068237305,-68.71737670898438,-59.21223068237305,-59.21223068237305,9.505144119262695,-68.71737670898438,9.505144119262695,9.505144119262695,1.0
-180.0,-180.0,183.3333282470703,45.0,153.31484985351562,-17.3992977142334,-45.0,-63.314849853515625,-80.71414947509766,-63.314849853515625,-63.314849853515625,17.3992977142334,-80.71414947509766,17.3992977142334,17.3992977142334,1.0
-180.0,-180.0,193.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
